emb0,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,emb21,emb22,emb23,emb24,emb25,emb26,emb27,emb28,emb29,emb30,emb31,label,file_n,sample_n,file_name,loss,reconstruction_loss,divergence_loss,stoicheometry_loss
3.4595847,1.2869686,-1.0401819,3.4070156,-0.7795188,4.473181,3.0529904,-0.34927595,9.066228,6.426219,6.5970564,2.4345908,2.5142245,-0.13120407,-0.73294413,-0.38050818,2.0234075,3.0295196,5.283291,1.4008905,-2.0333576,0.00969702,-0.11325431,-2.4614794,7.215987,3.304707,9.204271,6.3289647,5.776659,7.3949747,7.636978,3.720952,liver cancer - patient 2177,0,6488,liver cancer - patient 2177_10000,65950.34,65790.42,159.92561,0.0
17.90744,6.9256077,14.020767,29.413113,12.447969,3.2852936,177.36691,27.045738,-0.38307184,2.5009398,5.4182696,5.5489345,15.159138,4.8030105,6.1462584,-4.8641906,7.958823,41.07802,13.162291,9.387266,6.1272078,0.95651734,23.063046,16.257196,2.7350307,1.9175327,-1.6579589,17.916775,11.804968,3.3985906,1.1183155,2.4503994,liver cancer - patient 2177,0,2587,liver cancer - patient 2177_10000,636939.2,621765.1,15174.075,0.0
8.494019,1.2100987,-2.6366892,6.728368,-2.4379668,8.232246,7.6701546,-2.2733357,37.23488,16.465725,16.054882,4.4901676,3.7281399,-2.2229722,-2.1039834,0.41574085,3.6078913,6.0464535,15.204571,0.8611851,-3.865944,0.2243149,-1.2888093,-4.953063,21.91742,7.5212765,32.434097,14.257616,13.738639,19.699432,29.92891,6.6232834,liver cancer - patient 2177,0,8221,liver cancer - patient 2177_10000,292113.12,290385.75,1727.3724,0.0
14.009792,3.8042154,6.839675,15.280458,16.252249,2.2895665,48.228237,4.601878,0.9325166,1.8809211,0.4937392,4.768648,19.704748,2.0191867,5.8878117,1.2161961,3.7784774,17.76976,1.6303769,17.058426,3.1042054,6.3856525,24.544727,45.25323,1.8729224,0.67396945,-0.023060083,1.7811677,7.1289997,6.845109,9.522821,1.8117499,liver cancer - patient 2177,0,4534,liver cancer - patient 2177_10000,298681.2,296522.06,2159.1333,0.0
10.606404,1.9480906,1.5841682,2.4975138,6.620757,3.4196625,6.3693943,-1.5644002,7.1332917,5.3087177,0.06281674,3.63746,9.38633,0.42869508,4.998312,9.1142025,-0.17897302,5.7016582,-2.0428066,5.6099896,-2.6141763,2.3506553,4.020624,12.451112,1.9761152,-0.32345086,4.7809067,-2.431984,4.713656,5.3043838,5.048608,3.0922964,liver cancer - patient 2177,0,5416,liver cancer - patient 2177_10000,115403.67,115177.84,225.82492,0.0
11.127491,3.8100913,8.678677,18.293083,8.623943,1.6684128,57.251915,13.505076,-0.5243479,0.46382505,2.5812383,3.915658,10.548601,3.379648,5.337024,-2.8297992,5.6495028,21.086943,7.979517,7.518304,4.9188747,2.2627475,15.2640915,14.410288,2.1394649,1.3936049,-1.4853067,8.664938,6.520878,2.294368,3.5094662,1.4338661,liver cancer - patient 2177,0,2284,liver cancer - patient 2177_10000,127873.625,126182.45,1691.1702,0.0
3.7620888,1.9516613,1.6420459,2.4400115,4.3549247,1.5424922,4.9447184,0.87589085,1.859523,1.2775211,0.60301244,1.631392,3.9620948,0.83992726,3.2017474,2.4128685,0.4900839,2.6605191,-0.6929039,3.8890738,1.2596025,1.4978906,3.6029637,5.1198893,1.1653056,-0.008122683,0.8516806,0.11660284,2.7766976,2.7090492,2.027433,1.3365941,liver cancer - patient 2177,0,3358,liver cancer - patient 2177_10000,27809.262,27760.902,48.360138,0.0
8.510532,3.5602508,6.8372717,12.891647,6.734974,2.9342175,34.346054,11.874603,0.013933122,1.9819188,2.025785,3.3406014,8.14043,2.7906418,3.9756398,-2.798376,5.0851116,16.07281,7.0721493,5.6832867,4.093625,1.4448574,11.938051,10.92865,1.6487887,1.1916837,-1.6512582,7.76219,7.5410013,2.4702997,2.4434776,1.8960489,liver cancer - patient 2177,0,834,liver cancer - patient 2177_10000,68530.46,67838.28,692.1765,0.0
5.696578,1.8065932,2.006866,1.7091064,5.0817623,2.3667417,4.667716,-0.5492971,2.7493834,2.4365463,-0.15833843,2.5842304,5.8829384,1.0456349,2.897165,4.477622,0.8374779,3.9677527,-1.6466169,4.4773736,-0.6400882,2.1942673,4.5586705,9.461309,1.1970867,-0.46785092,1.7932202,-1.3604732,2.657205,3.1201537,2.8546433,2.1054583,liver cancer - patient 2177,0,5667,liver cancer - patient 2177_10000,46963.25,46871.5,91.75064,0.0
1.6324539,4.925314,0.70217776,6.047209,-0.050052702,9.163757,3.0994205,2.516399,15.519011,17.592854,24.259502,3.5949945,4.7950716,6.354549,-1.6413516,-6.4144483,4.470515,2.111611,4.957489,9.16965,0.35488945,-1.4173509,0.5148684,0.6010295,17.248764,3.268117,15.273464,18.3374,9.119144,7.952704,2.25467,11.092078,liver cancer - patient 2177,0,8046,liver cancer - patient 2177_10000,210526.1,209826.62,699.47534,0.0
4.440672,2.4239936,1.5788248,1.4312342,4.6652937,2.05318,4.763133,0.05525875,3.601365,2.4493399,0.26331663,2.0879614,4.3872046,0.39223707,3.8732796,3.534645,-0.10027802,2.7677948,-1.1910343,3.480874,-0.22399569,1.3957827,2.7365818,5.89114,1.2588629,0.0977115,2.3116865,-0.4826334,2.7832847,3.7016225,2.1803198,1.7922378,liver cancer - patient 2177,0,3169,liver cancer - patient 2177_10000,38786.777,38725.586,61.19044,0.0
4.376231,3.3818884,-1.4266361,7.978755,-1.7262602,10.356924,5.556221,0.09731746,29.319508,21.687958,26.74685,4.9872646,5.3744555,2.4881787,-2.3459296,-4.119034,5.2617817,3.7080903,11.025068,5.6148033,-2.2289882,-0.66693544,-0.33851427,-2.6488373,27.165522,5.5671415,25.868015,21.74487,12.363739,14.952955,13.096321,11.107939,liver cancer - patient 2177,0,8018,liver cancer - patient 2177_10000,323901.5,322472.4,1429.1002,0.0
10.676741,3.1458452,6.7264814,14.767109,11.188446,1.8035599,37.937313,7.5210485,0.23685867,1.1917566,1.0785593,3.2187908,12.238031,2.6268802,4.635668,-0.5274085,5.2352524,17.617865,4.2029996,10.931449,4.6354675,4.612012,17.40094,21.126266,2.2636719,0.92193645,-1.862174,4.0857487,6.3134546,3.4294462,7.269226,0.8491417,liver cancer - patient 2177,0,555,liver cancer - patient 2177_10000,143542.34,142557.28,985.06525,0.0
4.21078,2.189194,3.619145,5.1919117,5.763729,1.2328918,9.865782,3.1621952,0.318268,1.0587568,0.110173404,2.7747288,5.613555,1.3771106,2.8797314,0.5205031,2.6948175,4.9398613,1.5853702,4.9453864,1.4379474,2.9075246,6.0552444,7.529497,1.085805,1.1954713,-0.43701982,1.5346892,3.0808797,2.2660553,4.125268,0.6176946,liver cancer - patient 2177,0,265,liver cancer - patient 2177_10000,34446.688,34342.254,104.43412,0.0
4.0661077,2.851724,5.147954,6.4777327,4.4754825,2.526772,11.952515,7.434228,0.58698237,1.5426183,3.9566627,2.113244,5.0275073,3.27735,2.9012241,-2.1429718,2.3152547,7.2652035,3.0913072,3.303079,3.7751722,-0.70569205,5.412347,5.851722,1.7321565,1.2514695,0.36458945,5.9436493,5.4465184,1.344251,-0.19857329,1.8427249,liver cancer - patient 2177,0,3637,liver cancer - patient 2177_10000,25853.736,25706.08,147.65561,0.0
4.860778,12.979728,15.0689945,7.5884,9.769165,6.8461695,11.560986,22.116714,1.7093532,12.23113,17.602316,4.9391565,11.318485,15.117365,2.008512,-8.986522,4.0931993,8.516636,0.9595492,12.521373,6.0689936,-3.6332233,5.948819,19.791004,4.266158,-1.3868233,2.3134584,19.477592,12.356516,1.9438915,-8.16473,11.423403,liver cancer - patient 2177,0,1109,liver cancer - patient 2177_10000,91243.766,90279.4,964.3667,0.0
1.9212397,6.667523,0.93043524,5.558465,0.47022253,10.775355,3.0931292,2.1730404,16.62166,21.195736,28.450453,4.3672314,6.247949,7.8814154,-1.4251343,-7.0831814,4.8013344,2.210692,5.1966696,9.679361,0.70269704,-1.6059546,1.2899009,1.2282485,17.222347,3.605407,16.15945,28.185337,8.926298,8.798948,1.8275704,12.858523,liver cancer - patient 2177,0,7346,liver cancer - patient 2177_10000,263854.7,262857.56,997.1129,0.0
1.7105979,9.998649,1.5168796,7.0031767,1.2570074,16.690657,4.0169706,3.8302112,28.3526,39.498573,60.100616,5.000412,8.844737,12.175583,-1.9085327,-9.642323,6.492868,2.1568398,5.59389,14.356522,0.9897957,-1.9550655,1.8372096,2.2262094,29.027042,3.813995,24.151941,54.6415,13.666719,11.17174,0.87805545,18.856098,liver cancer - patient 2177,0,7457,liver cancer - patient 2177_10000,521973.7,518245.56,3728.132,0.0
15.766868,2.4742804,1.4326372,3.5219946,10.768936,5.2479954,7.4406357,-1.8634999,14.308701,9.632181,-0.42553282,5.3213305,15.141256,-0.8043104,7.818342,16.677763,0.107767105,7.6758976,-2.209672,6.1413975,-4.3963203,3.3902977,3.1746926,26.795876,2.782474,1.1125233,7.4199047,-3.793106,5.7109594,9.9265175,7.682492,4.6149664,liver cancer - patient 2177,0,159,liver cancer - patient 2177_10000,236368.75,235652.03,716.71747,0.0
3.188634,11.426099,11.735105,5.4082484,7.903632,6.2770987,5.7923326,15.256514,1.9121767,12.071808,15.99221,4.3106465,8.502567,13.400164,1.3551202,-8.182506,2.9238493,5.0787897,-0.31867182,11.993771,4.659125,-3.4295344,3.9515393,15.874161,4.045061,-1.7900298,2.5468762,14.43977,9.873782,1.4087641,-7.934538,11.06753,liver cancer - patient 2177,0,1106,liver cancer - patient 2177_10000,43809.684,43157.742,651.9423,0.0
10.678951,1.3803391,-0.45363408,2.8738456,3.998681,3.2395003,4.3732605,-2.5777373,15.222305,7.159362,0.67969114,3.8055873,7.919445,-2.5633337,3.5748978,10.800632,0.19248748,5.906314,0.90765584,1.3167799,-4.717349,1.5777526,0.25174308,4.573765,4.1082764,2.7023058,8.942499,-1.5579778,6.106386,9.694788,9.360671,4.237556,liver cancer - patient 2177,0,230,liver cancer - patient 2177_10000,118459.875,118172.67,287.19934,0.0
1.4494537,12.578686,2.1687524,7.583502,1.7545993,20.102522,3.951176,4.387358,30.796663,47.782593,76.73517,5.3825903,10.293693,15.4009695,-2.0775666,-11.106801,7.3574724,1.9691418,5.3097177,17.102459,1.5202663,-2.3041341,2.3235378,3.559299,32.778263,3.4737659,27.653816,71.27824,15.170937,11.2686825,-0.48174822,23.30864,liver cancer - patient 2177,0,7467,liver cancer - patient 2177_10000,670682.75,664704.8,5977.949,0.0
1.1283164,6.4227486,4.9943805,3.364915,4.063076,6.1461554,0.9407135,6.5816684,3.2779226,9.856688,12.542892,2.5671158,4.600057,9.659267,0.24817371,-6.717521,1.7461965,1.5323222,-0.6201485,10.821366,2.2738998,-1.9820575,2.29915,7.844756,4.9178224,-1.0553083,3.457357,9.321592,4.982401,1.4571329,-5.483366,9.098509,liver cancer - patient 2177,0,6642,liver cancer - patient 2177_10000,22028.686,21726.514,302.17267,0.0
0.04842323,13.278198,7.1706867,6.2956953,7.0892324,11.5493145,0.80670506,10.165546,7.5710387,27.50449,35.29463,3.6866045,8.195787,21.256977,0.1043877,-11.905862,3.9617486,1.2678976,-1.2650633,20.226555,4.2591314,-3.42705,2.6136043,12.178223,11.582125,-0.6522298,9.452176,28.58307,11.624239,2.5764155,-8.900105,21.37662,liver cancer - patient 2177,0,9802,liver cancer - patient 2177_10000,125187.76,123652.555,1535.2029,0.0
6.456477,0.40853715,-0.61429036,2.247858,2.2085133,2.897633,4.4861097,-1.8884928,8.823504,4.761073,1.6070447,2.7119288,3.629561,-1.5698924,2.663217,6.096428,-0.594562,4.374834,1.3523006,0.6352887,-2.8880904,0.525722,-0.26290947,1.1564384,3.189146,2.2265465,6.204832,0.14889252,5.3780947,6.0247726,6.4564037,2.700921,liver cancer - patient 2177,0,3071,liver cancer - patient 2177_10000,56314.37,56196.93,117.442184,0.0
0.731287,10.982056,2.0076032,9.068195,1.1916002,22.890888,4.5886784,4.7014437,41.581806,71.3733,100.40585,5.2358093,9.71224,13.968418,-2.1580672,-12.060482,8.957998,2.6445198,5.742258,16.688808,1.1776967,-2.301278,1.3072774,2.7280262,43.952362,4.253916,36.267693,81.063896,19.097761,12.919632,0.29969382,24.891068,liver cancer - patient 2177,0,9543,liver cancer - patient 2177_10000,914944.06,904641.0,10303.049,0.0
1.0955813,11.984187,8.10521,4.870735,7.2273045,8.875971,1.0721103,10.002766,4.984425,17.527016,24.5795,3.892762,7.070796,16.48261,0.034793317,-10.043976,2.5552797,1.5146561,-1.3754977,17.396235,4.0766892,-3.065027,2.941945,12.370312,6.8870554,-1.6165283,4.7984014,19.405756,7.958986,2.060297,-8.790434,16.092808,liver cancer - patient 2177,0,7070,liver cancer - patient 2177_10000,55178.57,54307.523,871.04626,0.0
-0.07951176,13.184128,3.6964788,8.150698,2.9465785,20.319408,2.8296077,5.0183563,30.442097,59.365463,83.91498,4.6749163,9.805667,17.722263,-1.5932217,-13.334109,7.5978374,1.7250822,3.132529,18.971125,2.2938972,-2.6499915,1.8268421,5.5090795,29.862225,2.7708852,27.205381,70.388794,15.532825,8.607461,-3.092236,25.787928,liver cancer - patient 2177,0,9520,liver cancer - patient 2177_10000,693406.7,686566.75,6839.9116,0.0
5.464664,2.4426675,4.966501,9.066402,4.425615,2.0932338,16.486263,5.663974,0.016483963,0.5248377,1.9835283,2.1132727,5.142537,2.1658823,2.9177842,-1.0930271,2.4604397,8.384829,3.9785295,3.4734,2.981481,0.98678315,7.0309386,7.222671,1.2725052,1.4306937,-0.54512835,5.0678816,4.300871,1.7673311,2.0021913,0.7773214,liver cancer - patient 2177,0,4813,liver cancer - patient 2177_10000,27420.58,27231.492,189.08746,0.0
2.7203336,4.423354,-0.32180458,6.195449,-1.2644721,9.968914,4.069743,1.571155,19.911112,19.350885,23.767159,4.4180126,5.262888,4.487919,-1.3630059,-5.244382,4.472048,2.963441,7.6238756,7.079188,-1.3183446,-0.84359294,0.40582317,-0.965926,20.734528,4.3144464,19.032501,23.804747,10.348017,11.422373,6.7473125,10.601625,liver cancer - patient 2177,0,7854,liver cancer - patient 2177_10000,264888.97,263959.56,929.4061,0.0
39.75387,6.4133167,14.852514,86.29843,35.809105,2.460897,649.66296,21.382854,-0.6600003,0.83956224,2.0442183,6.7899585,45.392868,4.7482185,10.19306,-2.1153061,10.518216,102.16491,11.308071,38.801216,8.362671,9.063972,75.43672,114.751175,3.4984198,2.2954,-2.7936568,11.795957,15.215116,6.796385,13.578514,0.8251397,liver cancer - patient 2177,0,2113,liver cancer - patient 2177_10000,8097828.0,7881479.0,216348.94,0.0
15.757393,5.7303944,12.390761,28.876965,12.266726,2.9699612,135.09392,21.01542,-0.3193069,1.870944,4.301982,5.0890036,13.640377,3.9092188,6.0707183,-3.977588,7.3149853,34.918564,12.062534,9.237568,5.5772505,1.9888207,22.045658,16.302345,2.5198197,1.7444389,-1.8486919,14.438775,9.943178,3.164291,2.3588781,1.8330337,liver cancer - patient 2177,0,2585,liver cancer - patient 2177_10000,409854.5,401032.75,8821.75,0.0
52.5719,6.929708,16.958199,122.916534,37.7481,2.568401,1058.5975,34.493607,-1.4360495,0.55777764,3.084511,7.9594936,46.677742,5.266259,10.529663,-3.4150698,12.182805,143.19199,15.879255,43.80314,8.293474,8.923665,104.01465,114.71783,3.8820176,2.1514854,-3.5327594,16.899773,15.700144,6.480098,12.602367,0.8790262,liver cancer - patient 2177,0,1824,liver cancer - patient 2177_10000,19541536.0,18973686.0,567850.9,0.0
60.06403,7.8737435,18.680574,152.08835,42.020565,2.7110622,1529.2861,40.938057,-1.4777822,0.60296893,3.7353828,7.840237,49.680187,5.5029655,10.727309,-3.9443717,13.730738,174.48532,18.602787,43.69322,8.970958,8.734871,116.70067,120.47882,3.8397164,2.392672,-3.707353,19.64377,17.289629,6.432594,12.18738,1.285161,liver cancer - patient 2177,0,1813,liver cancer - patient 2177_10000,38405920.0,37229572.0,1176350.0,0.0
6.7426357,2.7194037,-2.348632,8.955092,-2.8923306,13.268643,8.7133665,-1.1460148,58.192505,35.32851,34.678764,6.2319183,6.33141,0.45696875,-2.327751,-3.3556805,5.832348,5.633257,17.335316,4.1516094,-3.923776,-0.44252077,-0.43188107,-4.6272416,46.06814,8.068889,51.600388,33.872803,19.654871,30.192421,29.837214,12.667328,liver cancer - patient 2177,0,8310,liver cancer - patient 2177_10000,588374.9,583476.6,4898.2803,0.0
21.028524,4.912881,11.242443,38.436478,20.104807,2.843011,187.95392,12.527989,-0.73352414,1.1837975,1.8343258,4.9988437,26.573923,3.149459,7.347725,-1.8632151,6.8918242,43.78897,7.3048763,19.997068,5.6036425,6.776223,44.350792,55.91994,2.3925328,1.563325,-1.7054677,8.16778,10.031351,5.505822,9.913498,1.342151,liver cancer - patient 2177,0,4520,liver cancer - patient 2177_10000,992506.7,973964.6,18542.057,0.0
36.218678,6.324625,14.587479,77.930176,31.125587,3.342822,635.2739,20.942703,-0.77886087,1.257321,2.8446224,5.9531183,39.569904,4.327338,9.305962,-2.844507,9.469377,89.3869,10.926672,32.249996,7.1338882,8.547694,85.5849,97.12333,2.9203553,2.2591622,-2.734408,13.397083,14.662158,6.791522,11.874294,1.4099766,liver cancer - patient 2177,0,4568,liver cancer - patient 2177_10000,7477258.0,7276172.0,201085.98,0.0
1.493752,17.651955,11.985265,6.5470915,10.899721,10.762138,2.3127737,17.595203,4.3318253,23.59852,37.86922,5.0118747,9.721883,25.423622,0.6505319,-12.030384,3.2087283,2.4709256,-2.3077018,23.354057,4.248743,-4.4183397,4.6985993,20.772667,7.21015,-2.5308983,4.048286,28.59443,10.651787,1.8364122,-12.017466,20.892189,liver cancer - patient 2177,0,7037,liver cancer - patient 2177_10000,69876.88,68078.77,1798.1068,0.0
1.970105,5.6491613,8.1280575,4.70557,6.0214067,4.097657,6.629635,9.861007,1.3204758,6.7642937,10.2228,2.868486,5.7957487,8.187329,2.50532,-5.3386397,1.7100079,5.0655375,-0.10656005,7.3308306,3.7986097,-2.2623796,4.516102,10.078953,3.264882,-0.37815213,2.2399273,10.06,6.775934,1.4896244,-5.173289,6.258217,liver cancer - patient 2177,0,3585,liver cancer - patient 2177_10000,33002.156,32717.96,284.19366,0.0
45.235245,6.0884266,15.221077,82.09881,48.830624,2.89378,575.10126,17.640272,0.24543732,1.2410464,1.3947332,7.8241487,58.68161,4.4898562,10.178537,-1.1510711,9.509613,94.623604,8.89183,51.141926,7.5559273,12.100271,86.17893,175.96509,4.023107,2.0338407,-2.4098575,8.178155,15.066357,8.22842,17.11713,0.6796379,liver cancer - patient 2177,0,2007,liver cancer - patient 2177_10000,7786347.5,7605775.0,180572.61,0.0
12.956848,1.5545461,-4.5665407,9.038577,-3.2851002,13.334257,15.059805,-3.683979,149.67291,48.805428,31.66204,6.991422,6.51813,-3.3059645,-2.6395407,0.56668675,6.2489605,9.341264,33.935146,0.79962945,-6.204186,0.16181532,-1.4421654,-7.4638243,63.348404,14.605225,102.277405,28.494488,30.74879,50.91388,100.05438,11.263654,liver cancer - patient 2177,0,8849,liver cancer - patient 2177_10000,1564657.4,1542024.5,22632.9,0.0
12.096838,0.28459263,-1.0885913,3.0901375,4.1211576,3.8838897,5.477965,-2.7966614,17.401508,7.5777655,1.3414742,3.573474,7.464005,-2.5575914,3.7108698,10.890754,0.0026339293,6.5113044,0.8857197,1.3676282,-4.6307645,1.6718105,-0.35320008,4.788087,4.330685,2.5265267,9.158726,-2.0211878,6.8094006,9.320688,10.501249,5.6580715,liver cancer - patient 2177,0,125,liver cancer - patient 2177_10000,131970.23,131630.64,339.59668,0.0
4.9821305,5.8727307,8.145683,6.222988,4.85037,3.7465935,9.973501,11.574447,0.50845987,4.461675,6.5608726,3.887191,7.0772862,7.181529,2.03345,-4.5902753,3.3249483,8.345325,2.4761014,6.09109,4.224659,-1.8687785,5.628997,10.405052,2.5295901,-0.21685117,0.9916676,9.152671,6.294797,1.6562884,-3.1693256,5.2301292,liver cancer - patient 2177,0,1149,liver cancer - patient 2177_10000,48414.914,48138.113,276.8005,0.0
1.0695814,12.333811,1.5248272,8.17528,0.84575164,20.445858,4.023784,3.6352139,45.390793,70.05858,98.9424,4.3957367,11.365938,13.153147,-2.0549424,-11.837076,8.95849,2.545888,7.2445226,17.141624,1.508326,-2.8121505,1.5770795,2.2818315,49.31981,4.348433,38.626305,78.31915,17.15747,13.185707,1.267843,24.4997,liver cancer - patient 2177,0,9098,liver cancer - patient 2177_10000,914290.5,904074.0,10216.524,0.0
4.5392594,22.212208,23.023247,8.059764,13.564402,9.440115,10.976091,37.343403,2.4790342,21.298359,35.022552,6.716279,14.878117,24.792416,2.3720546,-12.64049,4.6340137,8.309123,-0.7352114,19.160542,6.364823,-4.9617476,6.7554865,31.33042,5.9699554,-2.6401057,3.2918727,33.402,16.35926,1.8582368,-12.259853,19.729195,liver cancer - patient 2177,0,1121,liver cancer - patient 2177_10000,140552.86,138057.27,2495.5913,0.0
3.5089972,2.560249,1.4841808,1.8877237,3.909713,1.9786543,3.0846875,0.09070164,3.3801599,2.6188314,0.056678474,2.6408749,3.931234,0.036569,2.8133178,4.137116,0.5550225,2.6439114,-1.0705501,2.5435977,-1.1885002,1.511861,1.7573628,5.914812,1.1052531,1.1172023,1.744737,-1.681538,2.2300358,3.2717881,2.6560662,1.4115486,liver cancer - patient 2177,0,247,liver cancer - patient 2177_10000,31056.363,31002.719,53.64525,0.0
1.9776108,10.430611,0.20596242,11.183502,-0.6087897,27.941217,6.754229,3.1026578,92.10973,100.54089,138.65352,5.551707,12.138742,10.3308935,-2.3499153,-11.310827,10.676149,3.6929417,10.718436,15.453072,-0.33904207,-2.4212267,0.8575363,-0.07202484,82.72823,6.980646,73.94684,132.51366,25.471786,24.472017,6.182992,26.761112,liver cancer - patient 2177,0,9371,liver cancer - patient 2177_10000,1793613.5,1765680.8,27932.758,0.0
46.80158,6.6701865,16.098658,104.5136,40.616623,2.6012387,925.3539,25.02516,-0.6875738,0.8018092,2.5143032,7.3651085,51.941544,4.6979938,10.972021,-2.5130503,11.841062,122.26109,11.637882,43.75548,8.673776,10.011649,97.52966,129.26482,3.6170988,2.6476746,-3.0435884,13.416143,16.054392,6.9047647,14.362164,0.9233749,liver cancer - patient 2177,0,2092,liver cancer - patient 2177_10000,15343476.0,14909704.0,433771.5,0.0
-0.067404926,13.479486,3.7313347,8.524073,3.0047011,22.467018,3.2318482,5.6836443,31.972181,68.765144,101.6499,5.0371003,10.025713,18.736202,-1.7526343,-13.594975,8.15321,2.0106697,3.2675996,19.87049,2.3796175,-2.7389996,1.8814654,5.6172266,34.372574,2.8411632,29.24419,77.98092,16.769794,9.02359,-3.109047,27.415112,liver cancer - patient 2177,0,9534,liver cancer - patient 2177_10000,832768.4,823416.2,9352.211,0.0
12.852006,0.16917235,-1.2128278,2.9737062,2.2921777,3.588214,5.483162,-3.5370243,17.553259,8.106784,1.8606597,3.3217216,7.658062,-3.0591204,3.2010195,12.388584,-0.42397553,8.397093,2.5687613,0.677788,-5.4893694,1.0208273,-0.34652966,1.011361,6.1285563,3.2400227,12.888297,-0.17042732,8.144143,10.884413,13.18841,4.780743,liver cancer - patient 2177,0,5235,liver cancer - patient 2177_10000,137245.34,136826.11,419.2366,0.0
13.874401,3.379674,5.5611753,10.204512,17.69446,2.1009572,34.516125,3.6576881,2.2690048,2.2327807,0.2957778,4.1330094,16.71693,1.4441993,7.0701294,2.408172,2.6078138,12.325268,0.54565054,19.59957,3.1969368,6.338856,18.305786,36.615883,1.8708348,-0.14162666,0.33917582,0.96015173,6.7522783,7.6648703,8.630402,1.718492,liver cancer - patient 2177,0,3274,liver cancer - patient 2177_10000,247779.14,246437.84,1341.2957,0.0
1.4679017,3.4044032,0.9268131,3.3278618,0.52256155,5.902985,1.8122035,2.0672202,6.8053637,8.641028,10.181553,2.056908,3.2688324,4.253729,-0.53169364,-4.1303554,2.8951924,1.6759218,2.7947087,5.6841326,0.44222844,-0.877648,1.0573788,0.9204582,7.1924686,1.7717757,7.0118937,8.650458,5.13844,4.370517,1.2246436,6.1438265,liver cancer - patient 2177,0,6552,liver cancer - patient 2177_10000,70881.914,70716.17,165.74005,0.0
-0.031538725,31.269531,9.470441,8.485922,10.334,21.81535,1.0905657,18.714298,13.864761,74.02822,123.23885,5.536848,13.268116,46.74965,-0.35552043,-17.47055,6.823926,1.5994898,-1.4973196,37.835915,6.458193,-4.7219496,3.8068993,18.00385,22.094313,-1.2089672,14.972744,86.350136,19.827599,3.3832712,-12.503038,47.974754,liver cancer - patient 2177,0,9970,liver cancer - patient 2177_10000,772269.4,759242.1,13027.244,0.0
17.63683,4.8053093,7.698781,17.931421,19.898006,2.2575548,69.08321,6.33549,0.4512363,2.7916222,0.36325765,5.577553,22.24829,1.962216,6.5915728,0.76664674,6.001105,25.53401,3.3694444,21.279709,5.2357073,7.2596836,28.144585,55.03982,1.9026377,0.73401463,-1.3610542,2.913724,8.65302,7.2986164,10.145922,1.5809771,liver cancer - patient 2177,0,693,liver cancer - patient 2177_10000,413305.2,409495.0,3810.185,0.0
9.205556,2.6704295,2.3767474,3.032391,7.6138268,2.5304646,7.5233507,-0.5441588,4.2325993,3.3836613,-0.34887624,3.4524689,9.971544,1.3405927,4.536358,6.212725,0.89296126,4.869011,-2.6559417,8.797817,-1.4057006,2.892326,7.4375143,17.61541,1.7381518,-0.6410159,2.228604,-2.404385,3.9259357,4.6810575,3.8569674,2.6632175,liver cancer - patient 2177,0,5367,liver cancer - patient 2177_10000,107552.836,107297.11,255.72891,0.0
23.601707,0.80402315,-0.1299578,4.16742,7.307097,6.098613,8.23151,-3.9105353,27.720087,14.309736,0.6079876,4.3336463,15.99942,-2.2965174,5.897472,25.138008,-0.78354293,10.784105,0.14354682,3.4647446,-6.442187,2.270698,1.8062533,11.393845,5.7317657,2.114932,15.168671,-2.6905327,9.594114,14.074394,14.242479,6.4992447,liver cancer - patient 2177,0,5053,liver cancer - patient 2177_10000,278169.5,277069.25,1100.2438,0.0
2.7246473,8.118342,-0.2918167,10.59458,-1.0153139,20.809746,6.981348,1.4275239,76.012436,69.457214,84.33532,5.1638145,10.378321,6.9495335,-2.37487,-8.801004,8.994513,3.6567817,12.420153,11.796633,-1.1323712,-2.0413952,0.332484,-1.3761204,63.504875,7.324788,60.263138,80.484604,23.004185,24.172565,9.663886,19.575905,liver cancer - patient 2177,0,9298,liver cancer - patient 2177_10000,1063431.9,1050954.1,12477.742,0.0
10.490188,4.742525,8.812421,14.940401,7.678584,2.5256567,49.77188,14.4634495,-0.14548844,1.4893116,2.8214655,3.4340248,8.750931,3.7106857,4.153969,-3.626101,6.0609565,19.141523,7.8559103,6.7357364,4.995137,0.89110976,12.564085,11.246072,2.137948,1.2746183,-1.1764728,8.984272,7.730028,2.5379012,1.8531734,2.1420183,liver cancer - patient 2177,0,499,liver cancer - patient 2177_10000,93209.78,91926.38,1283.3959,0.0
0.8496311,11.992755,3.1197667,6.060335,2.8498626,14.706274,2.378536,4.9136944,17.574585,30.514446,48.51786,4.698683,8.575924,16.38404,-1.3329018,-10.729952,5.4779315,1.4277753,2.645553,16.482029,2.9019754,-2.4252985,2.2497966,5.6521835,19.237682,1.8660371,17.563158,44.68772,10.59873,6.327035,-3.1750464,19.819271,liver cancer - patient 2177,0,7398,liver cancer - patient 2177_10000,361379.97,359059.94,2320.0212,0.0
