epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,test_beta_S,main_folder,losses_file,run
178,930.84766,922.2367,8.610942,0.0,1024.2518,1018.32117,5.930639,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
179,827.0488,821.00073,6.048109,0.0,1023.07764,1017.06995,6.0076647,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
180,805.11774,798.8259,6.291808,0.0,1024.2368,1018.2584,5.978337,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
181,820.92786,814.94714,5.98074,0.0,1025.1708,1019.2843,5.8864284,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
182,980.6972,974.24255,6.4546604,0.0,1023.61426,1017.6904,5.9238195,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
183,817.1046,811.7458,5.35883,0.0,1023.1397,1017.2145,5.925221,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
184,930.466,924.78705,5.678927,0.0,1026.4355,1020.46954,5.965951,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
185,924.7196,917.7854,6.934177,0.0,1026.8652,1020.8082,6.057002,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
186,1019.62335,1012.92944,6.693891,0.0,1025.5287,1019.6116,5.917136,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
187,861.61755,855.1335,6.484077,0.0,1028.8016,1022.78235,6.0193305,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
188,759.18445,752.8315,6.352976,0.0,1025.8536,1019.88556,5.9680533,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
189,853.66693,845.67114,7.9958143,0.0,1024.6184,1018.67163,5.946758,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
190,873.8404,867.5038,6.3365927,0.0,1028.4445,1022.3148,6.129598,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
191,967.6143,960.97986,6.634455,0.0,1023.8782,1017.883,5.99519,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
192,966.84344,961.1363,5.707139,0.0,1026.5865,1020.62054,5.9659905,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
193,778.4742,772.7616,5.7125998,0.0,1025.1665,1019.20667,5.9598346,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
194,848.09454,840.99335,7.101168,0.0,1023.04114,1017.0611,5.9800305,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
195,827.5432,820.6465,6.896718,0.0,1026.3265,1020.2183,6.1081815,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
196,947.12213,939.1304,7.991743,0.0,1024.1517,1018.1158,6.0359836,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
197,868.49304,862.1974,6.2956557,0.0,1025.3689,1019.30493,6.0639095,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
198,888.08777,882.1516,5.936139,0.0,1025.2352,1019.24335,5.991907,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
199,876.49854,869.86755,6.6309547,0.0,1026.8981,1020.8985,5.9995832,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
200,894.48096,886.6945,7.7864413,0.0,1026.6707,1020.6658,6.0048666,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
201,846.86615,841.04834,5.8178253,0.0,1028.6002,1022.5547,6.045563,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
202,869.188,862.2681,6.919842,0.0,1026.586,1020.64105,5.944987,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
203,876.55273,868.6749,7.8778124,0.0,1029.3721,1023.3727,5.9994016,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
204,865.01135,857.797,7.2143574,0.0,1026.7031,1020.6594,6.0436883,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
205,823.6624,817.1225,6.5398893,0.0,1026.307,1020.2695,6.037488,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
206,979.93,973.4675,6.462492,0.0,1029.3085,1023.2822,6.026267,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
207,916.8399,909.94556,6.8943644,0.0,1028.5216,1022.51,6.011563,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
208,892.24695,886.429,5.817961,0.0,1025.8427,1019.855,5.9876537,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
209,945.0416,938.7924,6.249234,0.0,1026.7698,1020.8171,5.952674,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
210,827.6151,821.9418,5.673332,0.0,1026.9945,1020.9773,6.017165,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
211,870.416,862.7192,7.696869,0.0,1027.27,1021.2881,5.981897,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
212,869.333,862.7434,6.5896115,0.0,1027.3048,1021.2641,6.0407705,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
213,913.1216,904.8733,8.248307,0.0,1026.8927,1020.8388,6.0538917,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
214,752.99347,747.0941,5.8993616,0.0,1027.0302,1020.97314,6.0570126,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
215,871.30206,863.6421,7.6599836,0.0,1027.9404,1021.8728,6.0676737,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
216,975.47845,968.7302,6.748206,0.0,1029.2766,1023.1787,6.0979066,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
217,747.22437,741.6067,5.617655,0.0,1027.617,1021.52924,6.087648,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
218,916.0814,907.2103,8.871076,0.0,1027.6376,1021.5782,6.0593367,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
219,930.036,922.6765,7.359481,0.0,1027.2823,1021.1393,6.143055,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
220,903.3043,897.5167,5.787594,0.0,1030.3706,1024.3112,6.0594416,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
221,856.21344,850.80444,5.4089966,0.0,1027.5654,1021.439,6.1264353,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
222,745.13776,739.33057,5.8071737,0.0,1025.9542,1019.846,6.108226,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
223,923.72003,915.28015,8.4398985,0.0,1028.6135,1022.49744,6.1161323,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
224,864.283,858.0161,6.266924,0.0,1028.6487,1022.56506,6.0835714,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
225,913.1326,907.29126,5.841341,0.0,1027.5752,1021.4711,6.10406,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
226,908.4577,900.3548,8.102876,0.0,1026.5023,1020.4138,6.0885305,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
227,796.9884,787.5998,9.388609,0.0,1030.4056,1024.2759,6.1297855,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
228,820.2059,812.63806,7.56783,0.0,1029.6821,1023.59216,6.0899515,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
229,790.5809,784.51373,6.0671597,0.0,1027.7156,1021.58716,6.128464,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
230,917.28754,911.5593,5.7282352,0.0,1029.5215,1023.47363,6.0478625,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
231,1034.0089,1027.0339,6.974969,0.0,1029.4147,1023.3169,6.097818,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
232,882.01953,873.9415,8.07801,0.0,1028.3263,1022.2425,6.083833,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
233,908.54407,901.2532,7.290923,0.0,1028.778,1022.6688,6.1090755,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
234,803.79626,795.25574,8.540511,0.0,1028.0961,1022.0417,6.0544,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
235,828.55835,822.4523,6.106071,0.0,1030.3947,1024.3682,6.0265427,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
236,955.89886,950.21924,5.679624,0.0,1030.2761,1024.2319,6.0441556,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
237,819.2729,811.0483,8.224623,0.0,1031.9496,1025.923,6.026635,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
238,965.1712,957.23914,7.9320865,0.0,1028.7761,1022.7008,6.0752907,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
239,855.43164,849.6022,5.8294983,0.0,1031.8125,1025.7177,6.0948396,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
240,795.93134,790.233,5.698335,0.0,1031.8258,1025.7306,6.095177,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
241,853.2395,847.0122,6.227311,0.0,1030.2764,1024.1243,6.1520777,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
242,820.3708,811.6094,8.761435,0.0,1029.8146,1023.69867,6.115939,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
243,793.792,788.4099,5.3820624,0.0,1029.9114,1023.7393,6.172096,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
244,776.6843,770.7632,5.921138,0.0,1033.8774,1027.8728,6.0046496,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
245,962.6482,955.334,7.314213,0.0,1029.9783,1023.913,6.0652866,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
246,811.69104,803.32245,8.368565,0.0,1032.1887,1026.1377,6.051027,0.0,256,256,0,2,5,0.0001,0.1,False,0.0,./data/samples/agren_human_cells/k250/,./data/samples/agren_human_cells/k250/,131072,inner,8,32,./data/samples/agren_human_cells/k250/test/,8192,True,0.05,0.0,0.0,./data/tuner/agren_40_emb/runs/0,./data/tuner/agren_40_emb/runs/0/losses.csv,0
